Latitude/Longitude,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
30.5,30.489399,-83.504639,0.82,nearest_street,5609,US-90,,,Greenville,FL,"Madison County",32331,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,30.5,-82.5,1,nearest_place,,,,,Edith,GA,,31631,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,30.487109,-81.512588,0.23,nearest_street,71,"Spring Hammock Rd",,,Jacksonville,FL,"Duval County",32226,US,"TIGER/Line® dataset from the US Census Bureau"
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
30.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,31.5,-116.5,1,nearest_place,,,,,Ajusco,BCN,,22795,MX,"Various sources"
31.5,31.5,-115.5,1,nearest_place,,,,,"Valle de La Trinidad",BCN,,22917,MX,"Various sources"
31.5,0,0,0,,,,,,,,,,,
31.5,31.5,-113.5,1,nearest_place,,,,,Aceves,SON,,83565,MX,"Various sources"
31.5,0,0,0,,,,,,,,,,,
31.5,31.5,-111.5,1,nearest_place,,,,,Sasabe,AZ,"Pima County",85633,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.495582,-110.50408,0.88,nearest_street,318,"Canelo Rd",,,Elgin,AZ,"Santa Cruz County",85611,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.499253,-109.493628,0.35,nearest_street,3400,"E Ruthford Rd",,,Douglas,AZ,"Cochise County",85607,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.47308,-108.515444,0.14,nearest_street,250,"Alamo Hueco Rd",,,Hachita,NM,"Hidalgo County",88040,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.5,-107.5,1,nearest_place,,,,,"La Mesilla",CHH,,31820,MX,"Various sources"
31.5,31.5,-106.5,1,nearest_place,,,,,"Parque Industrial Ramón Rivera Lara",CHH,,32605,MX,"Various sources"
31.5,31.5,-105.5,1,nearest_place,,,,,"Sierra Blanca",TX,"Hudspeth County",79851,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,0,0,0,,,,,,,,,,,
31.5,31.49493,-103.507401,0.85,nearest_street,446,"Ranch Rd 1216",,,Pecos,TX,"Reeves County",79772,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.5,-102.5,1,nearest_place,,,,,Crane,TX,"Crane County",79731,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.496285,-101.51523,0.26,nearest_street,1159,"County Rd 123",,,"Big Lake",TX,"Reagan County",76932,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.503904,-100.476536,0.2,nearest_street,876,"W 42nd St",,,"San Angelo",TX,"Tom Green County",76903,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.530422,-99.493335,0.13,nearest_street,851,"County Rd 309",,,Gouldbusk,TX,"Coleman County",76845,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.498988,-98.498605,0.98,rooftop,20,"Farm To Market Rd 575 N",,,Goldthwaite,TX,"Mills County",76844,US,"Statewide Partial"
31.5,31.487023,-97.500524,0.81,nearest_street,2799,"Pleasant Run Rd",,,"Mc Gregor",TX,"McLennan County",76657,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.490706,-96.490498,0.27,nearest_street,601,"Lcr 788",,,Groesbeck,TX,"Limestone County",76642,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.502085,-95.499699,0.98,rooftop,689,"Farm To Market Rd 1272",,,Grapeland,TX,"Houston County",75844,US,"Statewide Partial"
31.5,31.505474,-94.530552,0.16,nearest_street,3400,"County Rd 411",,,Nacogdoches,TX,"Nacogdoches County",75961,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.508199,-93.492039,0.29,nearest_street,1814,"Oak Hill Rd",,,Many,LA,"Sabine Parish",71449,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.499974,-92.501408,0.94,nearest_street,382,"Bob Frazier Rd",,,Bentley,LA,"Grant Parish",71407,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.508214,-91.526263,0.08,nearest_street,171,"Mariah Plantation Rd",,,Vidalia,LA,"Concordia Parish",71373,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.500529,-90.497225,0.92,nearest_street,800,"Daisy Ln SW",,,"Bogue Chitto",MS,"Lincoln County",39629,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.50394,-89.500146,0.9,nearest_street,111,"Herbert Trigg Rd",,,Seminary,MS,"Covington County",39479,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.50287,-88.497882,0.95,nearest_street,,US-45,,,"State Line",MS,"Wayne County",39362,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.511223,-87.489144,0.8,nearest_street,,US-84,,,"Frisco City",AL,"Monroe County",36445,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.500242,-86.498334,0.94,nearest_street,35694,"Oakey Streak Rd",,,Dozier,AL,"Covington County",36028,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.487541,-85.493398,0.26,nearest_street,93,"Fox Tracks Rd",,,Ozark,AL,"Dale County",36360,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.49545,-84.512272,0.28,nearest_street,2,"Barnes Ln",,,Leary,GA,"Calhoun County",39862,US,"TIGER/Line® dataset from the US Census Bureau"
31.5,31.499504,-83.499914,0.99,rooftop,4244,"Highway 125 N",,,Tifton,GA,"Tift County",31794,US,Tift
31.5,31.500133,-82.500501,1,rooftop,110,"Pinecone Rd",,,Alma,GA,"Bacon County",31510,US,Bacon
31.5,31.501913,-81.498808,0.98,rooftop,4376,GA-251,,,Townsend,GA,"McIntosh County",31331,US,"Mcintosh County"
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
31.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,32.5,-117.5,1,nearest_place,,,,,"San Diego",CA,,92107,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.5,-116.5,1,nearest_place,,,,,Tecate,BCN,,21400,MX,"Various sources"
32.5,32.5,-115.5,1,nearest_place,,,,,Ahumadita,BCN,,21600,MX,"Various sources"
32.5,32.5,-114.5,1,nearest_place,,,,,Yuma,AZ,"Yuma County",85366,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,0,0,0,,,,,,,,,,,
32.5,32.5,-112.5,1,nearest_place,,,,,Why,AZ,"Pima County",85321,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.5,-111.5,1,nearest_place,,,,,"Silver Bell",AZ,"Pima County",85238,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.499732,-110.495713,0.9,nearest_street,16038,"N San Pedro River Rd",,,"San Manuel",AZ,"Pima County",85631,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.5,-109.5,1,nearest_place,,,,,Bowie,AZ,"Graham County",85605,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.5,-108.5,1,nearest_place,,,,,Tyrone,NM,"Grant County",88065,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,0,0,0,,,,,,,,,,,
32.5,32.438304,-106.470518,0.57,nearest_street,,US-70,,,"Holloman AFB",NM,"Doña Ana County",88330,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.496885,-105.507969,0.32,nearest_street,161,E-005,,,Pinon,NM,"Otero County",88344,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.521769,-104.509555,0.18,nearest_street,1,"White Pine Rd",,,Carlsbad,NM,"Eddy County",88220,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.611503,-103.567998,0.41,nearest_street,,US-180,,,Hobbs,NM,"Lea County",88240,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.500558,-102.497945,0.98,rooftop,7085,"N FM-1788",,,Andrews,TX,"Andrews County",79714,US,"CC 0 Texas Natural Resources Information System"
32.5,32.436365,-101.603715,0.45,nearest_street,,US-87,,,Knott,TX,"Howard County",79748,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.498891,-100.51233,0.29,nearest_street,1398,"County Rd 165",,,Sweetwater,TX,"Nolan County",79556,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.495939,-99.503408,0.88,nearest_street,5323,"County Rd 109",,,Clyde,TX,"Callahan County",79510,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.500166,-98.499438,0.96,nearest_street,,I-20,,,Ranger,TX,"Eastland County",76470,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.502385,-97.501698,0.97,rooftop,8228,"County Rd 1004",,,Godley,TX,"Johnson County",76044,US,"Statewide Partial"
32.5,32.505062,-96.492651,0.85,nearest_street,5838,"Bilindsay Rd",,,Seagoville,TX,"Kaufman County",75159,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.499415,-95.503031,0.97,rooftop,16384,"County Rd 440",,,Lindale,TX,"Smith County",75771,US,"Statewide TX"
32.5,32.501273,-94.505921,0.88,nearest_street,884,"Muntz Cutoff",,,Marshall,TX,"Harrison County",75670,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.498471,-93.497718,0.97,rooftop,531,"Alford Rd",,,Haughton,LA,"Bossier Parish",71037,US,"City of Bossier"
32.5,32.505831,-92.498459,0.87,nearest_street,1444,"Pleasant Grove Rd",,,Choudrant,LA,"Lincoln Parish",71227,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.500594,-91.502309,0.98,rooftop,35,"Merritt Rd",,,Delhi,LA,"Richland Parish",71232,US,Richland
32.5,32.500614,-90.509062,0.32,nearest_street,1069,"Richardson Rd",,,Bolton,MS,"Hinds County",39041,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.499938,-89.502921,0.92,nearest_street,701,"Midway-Odom Rd",,,Harperville,MS,"Scott County",39080,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.500386,-88.499673,0.99,rooftop,9184,"Ridge Ln",,,Lauderdale,MS,"Lauderdale County",39335,US,Lauderdale
32.5,32.495072,-87.497836,0.88,nearest_street,3675,"State Rte 183",,,Uniontown,AL,"Perry County",36786,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.49974,-86.498609,0.99,rooftop,1328,"County Rd 85",,,Prattville,AL,"Autauga County",36067,US,Autauga
32.5,32.481308,-85.488117,0.2,nearest_street,68,"Felton Rd",,,Auburn,AL,"Macon County",36830,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.491087,-84.50008,0.3,nearest_street,1474,"County Rd 49",,,"Box Springs",GA,"Marion County",31801,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.5,-83.5,1,nearest_place,,,,,Bonaire,GA,"Twiggs County",31005,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,32.498568,-82.49857,0.98,rooftop,761,"Sumners Beach Rd",,,Soperton,GA,"Emanuel County",30457,US,"Emanuel County"
32.5,32.499966,-81.499587,1,rooftop,7315,"Hwy 17 N",,,Guyton,GA,"Effingham County",31312,US,Effingham
32.5,32.5,-80.5,1,nearest_place,,,,,Beaufort,SC,"Colleton County",29901,US,"TIGER/Line® dataset from the US Census Bureau"
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
32.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,33.5,-118.5,1,nearest_place,,,,,Avalon,CA,"Los Angeles County",90704,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.5,-117.5,1,nearest_place,,,,,"San Juan Capistrano",CA,"San Diego County",92693,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.5,-116.5,1,nearest_place,,,,,"Pinyon Pines",CA,"Riverside County",92561,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.5,-115.5,1,nearest_place,,,,,"Chiriaco Summit",CA,"Riverside County",92201,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.5,-114.5,1,nearest_place,,,,,Ehrenberg,AZ,"La Paz County",85334,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.5,-113.5,1,nearest_place,,,,,Salome,AZ,"La Paz County",85348,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.500006,-112.499955,1,rooftop,4691,"N 204th Ave",,,Buckeye,AZ,"Maricopa County",85396,US,"Statewide AZ"
33.5,33.473687,-111.533219,0.09,nearest_street,1440,"E McDowell Blvd",,,Mesa,AZ,"Maricopa County",85215,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.5,-110.5,1,nearest_place,,,,,"San Carlos",AZ,"Gila County",85550,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,33.5,-107.5,1,nearest_place,,,,,Monticello,NM,"Socorro County",87939,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,0,0,0,,,,,,,,,,,
33.5,33.523102,-105.465656,0.68,nearest_street,9200,US-380,,,Lincoln,NM,"Lincoln County",88338,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.492665,-104.4919,0.86,nearest_street,,US-70,,,Roswell,NM,"Chaves County",88201,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.5,-103.5,1,nearest_place,,,,,Crossroads,NM,"Lea County",88114,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.498286,-102.499753,0.93,nearest_street,3558,"Farm To Market Rd 1585",,,Levelland,TX,"Hockley County",79336,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.498888,-101.501059,0.98,rooftop,2341,"County Rd County Road 115",,,Ralls,TX,"Crosby County",79357,US,"CC 0 Texas Natural Resources Information System"
33.5,33.479703,-100.494241,0.2,nearest_street,4118,"County Rd 411",,,Guthrie,TX,"King County",79236,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.481061,-99.494215,0.77,nearest_street,,US-277,,,Seymour,TX,"Knox County",76380,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.496938,-98.492351,0.86,nearest_street,2641,"Loftin Rd",,,Windthorst,TX,"Archer County",76389,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.499004,-97.501397,0.98,rooftop,4292,"Farm To Market Rd",,,Forestburg,TX,"Montague County",76239,US,"CC 0 Texas Natural Resources Information System"
33.5,33.500338,-96.499895,1,rooftop,1022,"Wortham Rd",,,Whitewright,TX,"Grayson County",75491,US,"City of Denison"
33.5,33.5,-95.5,1,nearest_place,,,,,Pattonville,TX,"Lamar County",75468,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.50069,-94.500151,0.99,rooftop,1911,"County Rd 3103",,,"New Boston",TX,"Bowie County",75570,US,"CC 0 Texas Natural Resources Information System"
33.5,33.505533,-93.499715,0.88,nearest_street,898,"County Rd 9",,,Hope,AR,"Hempstead County",71801,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.495918,-92.47141,0.74,nearest_street,,US-167,,,Hampton,AR,"Calhoun County",71744,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.499811,-91.502745,0.97,rooftop,330,"Panther Break Rd",,,Dermott,AR,"Drew County",71638,US,"Arkansas Geographic Information Office"
33.5,33.505403,-90.498325,0.88,nearest_street,132,Mullin,,,Sunflower,MS,"Sunflower County",38778,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.504455,-89.493248,0.86,nearest_street,4500,"May Rd",,,Stewart,MS,"Webster County",39767,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.507317,-88.50032,0.32,nearest_street,2701,"Old W Point Rd",,,Columbus,MS,"Lowndes County",39701,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.49823,-87.497664,0.97,rooftop,20368,"Hw 69 N",,,Berry,AL,"Tuscaloosa County",35546,US,Tuscaloosa
33.5,33.503056,-86.508493,0.32,nearest_street,560,"Alexander Rd",,,Leeds,AL,"Shelby County",35094,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.501295,-85.500072,0.94,nearest_street,6801,"County Rd 10",,,Ranburne,AL,"Cleburne County",36273,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.499882,-84.49932,0.99,rooftop,225,"Gentle Doe Dr",,,Fayetteville,GA,"Fayette County",30214,US,Fayette
33.5,33.504708,-83.50819,0.31,nearest_street,3504,"Indian Creek Rd",,,Madison,GA,"Morgan County",30650,US,"TIGER/Line® dataset from the US Census Bureau"
33.5,33.500743,-82.501253,0.99,rooftop,1278,"Old Washington Rd",,,Thomson,GA,"McDuffie County",30824,US,Mcduffie
33.5,33.49953,-81.501262,0.99,rooftop,3100,"Restoration Ln",,,Windsor,SC,"Aiken County",29856,US,Aiken
33.5,33.502495,-80.500575,0.97,rooftop,947,"Pinewood Dr",,,Santee,SC,"Orangeburg County",29142,US,Orangeburg
33.5,33.500336,-79.497864,0.98,rooftop,307,"Russell Ave Ave",,,Andrews,SC,"Georgetown County",29510,US,Georgetown
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
33.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
34.5,34.502037,-120.49619,0.9,nearest_street,9999,"Jalama Rd",,,Lompoc,CA,"Santa Barbara County",93436,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.5,-119.5,1,nearest_place,,,,,Carpinteria,CA,"Santa Barbara County",93013,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.475967,-118.496186,0.18,nearest_street,20598,"Blue Cloud Rd",,,"Santa Clarita",CA,"Los Angeles County",91350,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.500239,-117.498782,0.99,rooftop,13737,"Tumbleweed Rd",,,Phelan,CA,"San Bernardino County",92371,US,"San Bernardino"
34.5,34.5,-116.5,1,nearest_place,,,,,Landers,CA,"San Bernardino County",92285,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.491299,-115.47744,0.2,nearest_street,4177,"Cadiz Rd",,,Essex,CA,"San Bernardino County",92332,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.471159,-114.500199,0.15,nearest_street,144420,"Havasu Lake Rd",,,Needles,CA,"San Bernardino County",92363,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.5,-113.5,1,nearest_place,,,,,Wikieup,AZ,"Mohave County",85360,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.495832,-112.486039,0.27,nearest_street,3210,"S Ponderosa Park Rd",,,Prescott,AZ,"Yavapai County",86303,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.5,-111.5,1,nearest_place,,,,,Strawberry,AZ,"Coconino County",85544,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.512422,-110.472159,0.16,nearest_street,3008,"Fs Admin Rd",,,Heber,AZ,"Navajo County",85928,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.488956,-109.525106,0.18,nearest_street,3,"State Hwy 61",,,Concho,AZ,"Apache County",85924,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.5,-108.5,1,nearest_place,,,,,Quemado,NM,"Catron County",87829,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.5,-107.5,1,nearest_place,,,,,Magdalena,NM,"Socorro County",87825,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.496165,-106.500175,0.9,nearest_street,86,"Smoke Trl",,,Belen,NM,"Valencia County",87002,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.5,-105.5,1,nearest_place,,,,,Duran,NM,"Torrance County",88319,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.537082,-104.475844,0.07,nearest_street,447,"Alley Rd",,,"Fort Sumner",NM,"De Baca County",88119,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.499763,-103.495552,0.9,nearest_street,1631,"Curry Road Ab",,,"Saint Vrain",NM,"Curry County",88133,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.500001,-102.495953,0.9,nearest_street,1833,"County Rd 503",,,Dimmitt,TX,"Castro County",79027,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.5,-101.5,1,nearest_place,,,,,Silverton,TX,"Swisher County",79257,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.5,-100.5,1,nearest_place,,,,,Estelline,TX,"Hall County",79233,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.5,-99.5,1,nearest_place,,,,,Olustee,OK,"Jackson County",73560,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.50758,-98.501315,0.32,nearest_street,8529,"SW Baseline Rd",,,Faxon,OK,"Comanche County",73540,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.506979,-97.503277,0.22,nearest_street,3298,"Baseline Rd",,,"Ratliff City",OK,"Garvin County",73481,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.5,-96.5,1,nearest_place,,,,,Clarita,OK,"Coal County",74535,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.5,-95.5,1,nearest_place,,,,,Stanley,OK,"Pushmataha County",74536,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.508718,-94.488059,0.16,nearest_street,10989,"Zafra Rd",,,Smithville,OK,"Le Flore County",74957,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.491129,-93.487063,0.26,nearest_street,200,"Winter Creek Pl",,,Norman,AR,"Montgomery County",71960,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.500379,-92.499902,1,rooftop,7771,"Mars Hill Rd",,,Bauxite,AR,"Saline County",72011,US,"Arkansas Geographic Information Office"
34.5,34.499172,-91.48742,0.29,nearest_street,266,"N Yoder Rd",,,Stuttgart,AR,"Arkansas County",72160,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.50503,-90.501897,0.88,nearest_street,3166,"Jefferies Rd",,,Dundee,MS,"Tunica County",38626,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.499558,-89.498801,0.95,nearest_street,44,"1st Ave S",,,Abbeville,MS,"Lafayette County",38601,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.500433,-88.49781,0.93,nearest_street,170,"County Rd 5381",,,Baldwyn,MS,"Prentiss County",38824,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.500118,-87.500299,0.97,nearest_street,335,"County Rd 44",,,"Mount Hope",AL,"Lawrence County",35651,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.497487,-86.493134,0.87,nearest_street,1852,"Clouds Cove Rd SE",,,Huntsville,AL,"Madison County",35803,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.499272,-85.500223,0.99,rooftop,659,"S Brow Dr",,,Menlo,GA,"Chattooga County",30731,US,Chattooga
34.5,34.499134,-84.500918,0.98,nearest_street,,GA-5,,,"Talking Rock",GA,"Pickens County",30175,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.502882,-83.50945,0.31,nearest_street,998,"Chenocetah Dr S",,,Cornelia,GA,"Habersham County",30531,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.499972,-82.497084,0.97,rooftop,243,"West Rd",,,Belton,SC,"Anderson County",29627,US,Anderson
34.5,34.514572,-81.475837,0.17,nearest_street,1415,"Tuckertown Rd",,,Carlisle,SC,"Union County",29031,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.499318,-80.50034,0.99,rooftop,5199,"Lockhart Rd",,,Kershaw,SC,"Kershaw County",29067,US,Kershaw
34.5,34.50282,-79.50159,0.91,nearest_street,1397,"Journeys End",,,Dillon,SC,"Dillon County",29536,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.495747,-78.501648,0.89,nearest_street,198,"Collum Rd",,,Council,NC,"Bladen County",28434,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,34.501584,-77.498486,0.98,rooftop,132,"Dolph Everett Rd",,,"Holly Ridge",NC,"Onslow County",28445,US,"NC Geographic Information Coordinating Council"
34.5,34.5,-76.5,1,nearest_place,,,,,"Harkers Island",NC,,28531,US,"TIGER/Line® dataset from the US Census Bureau"
34.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
34.5,0,0,0,,,,,,,,,,,
35.5,0,0,0,,,,,,,,,,,
35.5,0,0,0,,,,,,,,,,,
35.5,0,0,0,,,,,,,,,,,
35.5,0,0,0,,,,,,,,,,,
